Key,File,Type,english
plantedAloe2_R,blocks,Farming,"Aloe (Growing, Renewable)"
plantedAloe3_R,blocks,Farming,"Aloe (Renewable)"
plantedAloe1_RDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedAloe1_RT,blocks,Farming,"Aloe (Seed, Renewable, Thorny)"
plantedAloe2_RT,blocks,Farming,"Aloe (Growing, Renewable, Thorny)"
plantedAloe3_RT,blocks,Farming,"Aloe (Renewable, Thorny)"
plantedAloe1_RTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedAloe1_T,blocks,Farming,"Aloe (Seed, Thorny)"
plantedAloe2_T,blocks,Farming,"Aloe (Growing, Thorny)"
plantedAloe3_T,blocks,Farming,"Aloe (Thorny)"
plantedAloe1_TDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedAloe1_TT,blocks,Farming,"Aloe (Seed, Extra Thorny)"
plantedAloe2_TT,blocks,Farming,"Aloe (Growing, Extra Thorny)"
plantedAloe3_TT,blocks,Farming,"Aloe (Extra Thorny)"
plantedAloe1_TTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExtra Thorny: integrates with many sharp, metal thorns. Touching them will cause one to receive damage and bleed.\n\nA Hot Box is required to craft this."
plantedCorn1_,blocks,Farming,"Corn (Seed, Enhanced)"
plantedCorn2_,blocks,Farming,"Corn (Growing, Enhanced)"
plantedCorn3_,blocks,Farming,"Corn (Enhanced)"
plantedCorn1_Desc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThis can be crafted by Hand or at a Workbench."
plantedCorn1_B,blocks,Farming,"Corn (Seed, Bonus)"
plantedCorn2_B,blocks,Farming,"Corn (Growing, Bonus)"
plantedCorn3_B,blocks,Farming,"Corn (Bonus)"
plantedCorn1_BDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nA Hot Box is required to craft this."
plantedCorn1_BB,blocks,Farming,"Corn (Seed, Bountiful Bonus)"
plantedCorn2_BB,blocks,Farming,"Corn (Growing, Bountiful Bonus)"
plantedCorn3_BB,blocks,Farming,"Corn (Bountiful Bonus)"
plantedCorn1_BBDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBountiful Bonus: further quadruples crop yield.\n\nA Hot Box is required to craft this."
plantedCorn1_BU,blocks,Farming,"Corn (Seed, Bonus, Underground)"
plantedCorn2_BU,blocks,Farming,"Corn (Growing, Bonus, Underground)"
plantedCorn3_BU,blocks,Farming,"Corn (Bonus, Underground)"
plantedCorn1_BUDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedCorn1_BF,blocks,Farming,"Corn (Seed, Bonus, Fast Growth)"
plantedCorn2_BF,blocks,Farming,"Corn (Growing, Bonus, Fast Growth)"
plantedCorn3_BF,blocks,Farming,"Corn (Bonus, Fast Growth)"
plantedCorn1_BFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedCorn1_BR,blocks,Farming,"Corn (Seed, Bonus, Renewable)"
plantedCorn2_BR,blocks,Farming,"Corn (Growing, Bonus, Renewable)"
plantedCorn3_BR,blocks,Farming,"Corn (Bonus, Renewable)"
plantedCorn1_BRDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedCorn1_BT,blocks,Farming,"Corn (Seed, Bonus, Thorny)"
plantedCorn2_BT,blocks,Farming,"Corn (Growing, Bonus, Thorny)"
plantedCorn3_BT,blocks,Farming,"Corn (Bonus, Thorny)"
plantedCorn1_BTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedCorn1_U,blocks,Farming,"Corn (Seed, Underground)"
plantedCorn2_U,blocks,Farming,"Corn (Growing, Underground)"
plantedCorn3_U,blocks,Farming,"Corn (Underground)"
plantedCorn1_UDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedCorn1_UF,blocks,Farming,"Corn (Seed, Underground, Fast Growth)"
plantedCorn2_UF,blocks,Farming,"Corn (Growing, Underground, Fast Growth)"
plantedCorn3_UF,blocks,Farming,"Corn (Underground, Fast Growth)"
plantedCorn1_UFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedCorn1_UE,blocks,Farming,"Corn (Seed, Underground, Explosive)"
plantedCorn2_UE,blocks,Farming,"Corn (Growing, Underground, Explosive)"
plantedCorn3_UE,blocks,Farming,"Corn (Underground, Explosive)"
plantedCorn1_UEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedCorn1_UR,blocks,Farming,"Corn (Seed, Underground, Renewable)"
plantedCorn2_UR,blocks,Farming,"Corn (Growing, Underground, Renewable)"
plantedCorn3_UR,blocks,Farming,"Corn (Underground, Renewable)"
plantedCorn1_URDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedCorn1_UT,blocks,Farming,"Corn (Seed, Underground, Thorny)"
plantedCorn2_UT,blocks,Farming,"Corn (Growing, Underground, Thorny)"
plantedCorn3_UT,blocks,Farming,"Corn (Underground, Thorny)"
plantedCorn1_UTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedCorn1_F,blocks,Farming,"Corn (Seed, Fast Growth)"
plantedCorn2_F,blocks,Farming,"Corn (Growing, Fast Growth)"
plantedCorn3_F,blocks,Farming,"Corn (Fast Growth)"
plantedCorn1_FDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedCorn1_FF,blocks,Farming,"Corn (Seed, Rapid Growth)"
plantedCorn2_FF,blocks,Farming,"Corn (Growing, Rapid Growth)"
plantedCorn3_FF,blocks,Farming,"Corn (Rapid Growth)"
plantedCorn1_FFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRapid Growth: reaches maturity in a quarter of the time.\n\nA Hot Box is required to craft this."
plantedCorn1_FE,blocks,Farming,"Corn (Seed, Fast Growth, Explosive)"
plantedCorn2_FE,blocks,Farming,"Corn (Growing, Fast Growth, Explosive)"
plantedCorn3_FE,blocks,Farming,"Corn (Fast Growth, Explosive)"
plantedCorn1_FEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedCorn1_FR,blocks,Farming,"Corn (Seed, Fast Growth, Renewable)"
plantedCorn2_FR,blocks,Farming,"Corn (Growing, Fast Growth, Renewable)"
plantedCorn3_FR,blocks,Farming,"Corn (Fast Growth, Renewable)"
plantedCorn1_FRDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedCorn1_FT,blocks,Farming,"Corn (Seed, Fast Growth, Thorny)"
plantedCorn2_FT,blocks,Farming,"Corn (Growing, Fast Growth, Thorny)"
plantedCorn3_FT,blocks,Farming,"Corn (Fast Growth, Thorny)"
plantedCorn1_FTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedCorn1_E,blocks,Farming,"Corn (Seed, Explosive)"
plantedCorn2_E,blocks,Farming,"Corn (Growing, Explosive)"
plantedCorn3_E,blocks,Farming,"Corn (Explosive)"
plantedCorn1_EDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedCorn1_EE,blocks,Farming,"Corn (Seed, Extremely Explosive)"
plantedCorn2_EE,blocks,Farming,"Corn (Growing, Extremely Explosive)"
plantedCorn3_EE,blocks,Farming,"Corn (Extremely Explosive)"
plantedCorn1_EEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExtremely Explosive: triggers a concealed explosive with a large payload when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedCorn1_ET,blocks,Farming,"Corn (Seed, Explosive, Thorny)"
plantedCorn2_ET,blocks,Farming,"Corn (Growing, Explosive, Thorny)"
plantedCorn3_ET,blocks,Farming,"Corn (Explosive, Thorny)"
plantedCorn1_ETDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedCorn1_R,blocks,Farming,"Corn (Seed, Renewable)"
plantedCorn2_R,blocks,Farming,"Corn (Growing, Renewable)"
plantedCorn3_R,blocks,Farming,"Corn (Renewable)"
plantedCorn1_RDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
